token,count_state,count_rest,count_total,log_odds_delta,z_score,state,comparison,state_docs_n,rest_docs_n
acted,0,94,94,-0.009846714243691324,-0.07794883557526643,Tennessee,Tennessee_vs_rest,376,68291
oiidouble,0,94,94,-0.009846714243691324,-0.07794883557526643,Tennessee,Tennessee_vs_rest,376,68291
rooted,0,94,94,-0.009846714243691324,-0.07794883557526643,Tennessee,Tennessee_vs_rest,376,68291
tex,0,94,94,-0.009846714243691324,-0.07794883557526643,Tennessee,Tennessee_vs_rest,376,68291
memorable,0,94,94,-0.009846714243691324,-0.07794883557526643,Tennessee,Tennessee_vs_rest,376,68291
acceleration,0,94,94,-0.009846714243691324,-0.07794883557526643,Tennessee,Tennessee_vs_rest,376,68291
youngest,0,94,94,-0.009846714243691324,-0.07794883557526643,Tennessee,Tennessee_vs_rest,376,68291
nergal,0,94,94,-0.009846714243691324,-0.07794883557526643,Tennessee,Tennessee_vs_rest,376,68291
crying,2,525,527,-0.004159701314520703,-0.07804263393500867,Tennessee,Tennessee_vs_rest,376,68291
occupation,1,327,328,-0.005277149654274282,-0.07809450207660892,Tennessee,Tennessee_vs_rest,376,68291
dame,0,95,95,-0.009846715844101794,-0.07836237288765616,Tennessee,Tennessee_vs_rest,376,68291
doctype,0,95,95,-0.009846715844101794,-0.07836237288765616,Tennessee,Tennessee_vs_rest,376,68291
backpacks,0,95,95,-0.009846715844101794,-0.07836237288765616,Tennessee,Tennessee_vs_rest,376,68291
visits,0,95,95,-0.009846715844101794,-0.07836237288765616,Tennessee,Tennessee_vs_rest,376,68291
engines,0,95,95,-0.009846715844101794,-0.07836237288765616,Tennessee,Tennessee_vs_rest,376,68291
timetime,0,95,95,-0.009846715844101794,-0.07836237288765616,Tennessee,Tennessee_vs_rest,376,68291
templateclass,0,95,95,-0.009846715844101794,-0.07836237288765616,Tennessee,Tennessee_vs_rest,376,68291
subscription,0,95,95,-0.009846715844101794,-0.07836237288765616,Tennessee,Tennessee_vs_rest,376,68291
christopher,0,95,95,-0.009846715844101794,-0.07836237288765616,Tennessee,Tennessee_vs_rest,376,68291
termination,0,95,95,-0.009846715844101794,-0.07836237288765616,Tennessee,Tennessee_vs_rest,376,68291
yard,0,95,95,-0.009846715844101794,-0.07836237288765616,Tennessee,Tennessee_vs_rest,376,68291
praying,0,95,95,-0.009846715844101794,-0.07836237288765616,Tennessee,Tennessee_vs_rest,376,68291
colonization,0,95,95,-0.009846715844101794,-0.07836237288765616,Tennessee,Tennessee_vs_rest,376,68291
nico,0,95,95,-0.009846715844101794,-0.07836237288765616,Tennessee,Tennessee_vs_rest,376,68291
partly,0,95,95,-0.009846715844101794,-0.07836237288765616,Tennessee,Tennessee_vs_rest,376,68291
garangolm,0,95,95,-0.009846715844101794,-0.07836237288765616,Tennessee,Tennessee_vs_rest,376,68291
teamwork,0,95,95,-0.009846715844101794,-0.07836237288765616,Tennessee,Tennessee_vs_rest,376,68291
parcel,0,95,95,-0.009846715844101794,-0.07836237288765616,Tennessee,Tennessee_vs_rest,376,68291
removes,0,95,95,-0.009846715844101794,-0.07836237288765616,Tennessee,Tennessee_vs_rest,376,68291
schemes,0,95,95,-0.009846715844101794,-0.07836237288765616,Tennessee,Tennessee_vs_rest,376,68291
